id,fecha,medio_transporte,empresa_bus,linea_metro,barrio,review_text,rating,tiempo_espera_min,duracion_viaje_min,likes,respuestas,satisfaccion
ea72d06b,2024-03-18 11:22:00,Bus Interurbano,Metbus,Desconocido,La Florida,"Viajé por metro, en hora punta tarde con clima nublado, cambio de andén de último minuto",3.0,15,37,9,0,Neutro
ea6be502,2024-01-07 01:25:00,Metrotren,Desconocido,Desconocido,La Pintana,"Tomé metrotren en renca, el conductor fue amable",4.0,12,30,8,1,Positivo
93881995,2024-09-03 15:18:00,Red Bus,Alsacia,Desconocido,Recoleta,Muy buen servicio,5.0,11,28,7,0,Positivo
fa963dbe,2024-08-20 20:54:00,Metrotren,Desconocido,Desconocido,Desconocido,"Viajé por bus interurbano, en hora punta mañana con clima nublado, el tiempo de espera fue bajo, recomiendo la ruta",4.0,8,53,8,0,Positivo
26e05747,2024-02-02 07:01:00,Metro,Desconocido,L5,Las Condes,Me sentí seguro durante el viaje,4.0,1,32,2,0,Positivo
7a7eb543,2024-06-30 04:35:00,Metrotren,Desconocido,Desconocido,Providencia,"Viajé por metro, el metro estaba limpio",4.0,4,39,5,0,Positivo
cbdfe994,2025-03-06 20:22:00,Metrotren,Desconocido,Desconocido,Cerrillos,"Viajé por metro, mal olor en el vagón",2.0,19,39,5,1,Negativo
669ecabc,2025-06-06 00:38:00,Red Bus,Stp,Desconocido,Quilicura,"Demora excesiva, deberían mejorar el servicio",1.0,20,37,2,2,Negativo
0cd2b886,2024-11-03 18:18:00,Bus Interurbano,Vule,Desconocido,Independencia,"Tomé bus interurbano en san bernardo, los asientos estaban disponibles, recomiendo la ruta",4.0,9,37,4,1,Positivo
d21bb90c,2024-01-30 11:58:00,Red Bus,Stp,Desconocido,Estación Central,"Tomé red bus en conchalí, ruidos molestos",1.0,25,21,5,1,Negativo
a0ea7d6d,2024-05-28 10:50:00,Metro,Desconocido,L1,Maipú,No hubo novedades,3.0,11,49,9,0,Neutro
3fae2539,2025-04-25 16:49:00,Red Bus,Vule,Desconocido,Recoleta,"Viajé por metrotren, me sentí seguro durante el viaje, recomiendo la ruta",4.0,7,20,10,0,Positivo
800a3b57,2024-09-04 00:12:00,Red Bus,Alsacia,Desconocido,San Bernardo,"Viajé por trolebús, demora excesiva",2.0,21,39,4,1,Negativo
9bdf865f,2024-01-03 10:28:00,Metro,Desconocido,L6,Peñalolén,"Viajé por metro, la señalética estaba clara, recomiendo la ruta",4.0,14,44,9,0,Positivo
9ef5c96b,2024-05-03 09:10:00,Metro,Desconocido,L6,Maipú,"Tomé bus interurbano en conchalí, la aplicación funcionó perfecto, recomiendo la ruta",5.0,15,21,7,0,Positivo
a3f73441,2024-10-30 15:48:00,Bus Interurbano,Alsacia,Desconocido,Maipú,"Tomé metrotren en maipú, los asientos estaban disponibles",4.0,7,51,10,0,Positivo
68d77c55,2024-06-07 21:49:00,Metrotren,Desconocido,Desconocido,Peñalolén,"Viajé por trolebús, en mediodía con clima nublado, ruidos molestos",2.0,14,17,0,0,Negativo
9b819181,2024-12-13 09:11:00,Metrotren,Desconocido,Desconocido,Estación Central,"Tomé bus interurbano en san bernardo, en hora punta mañana con clima soleado, el bus se saltó la parada, deberían mejorar el servicio",2.0,14,40,13,1,Negativo
aed75bd4,2024-03-06 18:20:00,Trolebús,Desconocido,Desconocido,Las Condes,"Tomé bus interurbano en estación central, bajó mucha gente en la estación",3.0,7,47,5,2,Neutro
55333854,2025-06-26 14:13:00,Red Bus,Metbus,Desconocido,Las Condes,"Viajé por bus interurbano, el bus se saltó la parada",1.0,15,18,0,1,Negativo
5c8c5f0d,2024-07-04 21:53:00,Red Bus,Alsacia,Desconocido,Ñuñoa,"Viajé por metro, el viaje fue normal",3.0,14,40,9,1,Neutro
ec248862,2025-03-29 21:18:00,Red Bus,Alsacia,Desconocido,Pedro Aguirre Cerda,"En noche con clima soleado, el aire acondicionado no funcionaba",1.0,14,44,9,0,Negativo
69754710,2025-05-20 19:59:00,Trolebús,Desconocido,Desconocido,Conchalí,"En hora punta tarde con clima lluvia, no hubo novedades",3.0,12,39,0,1,Neutro
89e17a18,2025-02-27 03:53:00,Red Bus,Alsacia,Desconocido,Estación Central,"En hora punta mañana con clima viento, el chofer manejaba brusco",2.0,13,37,2,1,Negativo
d205fcb5,2024-09-28 09:28:00,Bus Interurbano,Stp,Desconocido,Santiago Centro,"Viajé por metro, en hora punta tarde con clima soleado, bajó mucha gente en la estación",3.0,9,31,8,2,Neutro
356e80ad,2024-11-19 17:50:00,Metrotren,Desconocido,Desconocido,Independencia,"Tomé metro en independencia, en hora punta tarde con clima soleado, el conductor fue amable",4.0,10,37,2,0,Positivo
1e7b651b,2024-08-23 02:54:00,Bus Interurbano,Alsacia,Desconocido,Maipú,"Tomé metro en lo barnechea, sistema de pago falló, deberían mejorar el servicio",2.0,19,37,4,0,Negativo
f76830c4,2024-07-08 17:29:00,Red Bus,Vule,Desconocido,Independencia,"Viajé por red bus, el bus llegó a tiempo",5.0,15,31,0,0,Positivo
37a40629,2025-04-05 15:45:00,Metrotren,Desconocido,Desconocido,Quilicura,"En hora punta mañana con clima soleado, el metro estaba limpio, recomiendo la ruta",5.0,12,32,6,0,Positivo
c224f2fa,2024-03-01 01:02:00,Metro,Desconocido,L1,Pedro Aguirre Cerda,"Tomé metrotren en las condes, en mediodía con clima viento, el aire acondicionado estaba adecuado",5.0,2,41,9,1,Positivo
56014a7b,2025-03-06 02:30:00,Red Bus,Subus,Desconocido,San Bernardo,"Viajé por bus interurbano, el chofer manejaba brusco, deberían mejorar el servicio",1.0,9,22,8,0,Negativo
17732376,2024-09-23 10:49:00,Metrotren,Desconocido,Desconocido,Las Condes,"Tomé metro en macul, en hora punta tarde con clima viento, muy buen servicio",5.0,8,30,7,1,Positivo
50271eef,2025-02-17 16:12:00,Trolebús,Desconocido,Desconocido,Lo Barnechea,"Viajé por metro, en mediodía con clima soleado, el tiempo de espera fue bajo, recomiendo la ruta",4.0,9,40,8,0,Positivo
59a3c1da,2024-05-03 18:59:00,Metrotren,Desconocido,Desconocido,Las Condes,"Tomé bus interurbano en la pintana, hubo un leve retraso",3.0,5,27,7,2,Neutro
efca7e41,2024-02-10 01:22:00,Metrotren,Desconocido,Desconocido,San Bernardo,"Tomé red bus en renca, bajó mucha gente en la estación",3.0,13,12,9,0,Neutro
3cbe13aa,2024-05-22 10:33:00,Metro,Desconocido,L3,Peñalolén,El viaje fue normal,3.0,11,52,0,0,Neutro
cd8f8d26,2025-04-22 21:08:00,Metrotren,Desconocido,Desconocido,Las Condes,"Viajé por trolebús, en noche con clima viento, hubo una detención prolongada sin explicación",2.0,5,31,0,0,Negativo
6bbd5889,2024-03-27 09:03:00,Red Bus,Metbus,Desconocido,Recoleta,"Tomé trolebús en puente alto, me tocó ir de pie parte del trayecto",3.0,12,33,0,0,Neutro
3042e5ca,2024-08-10 23:03:00,Metro,Desconocido,L5,La Pintana,"Tomé metrotren en quilicura, en hora punta mañana con clima soleado, no hubo novedades",3.0,8,35,9,2,Neutro
7ca1449b,2024-05-29 22:44:00,Metrotren,Desconocido,Desconocido,Independencia,"Viajé por metrotren, cambio de andén de último minuto",3.0,6,26,2,0,Neutro
c86b7e52,2025-04-03 17:13:00,Trolebús,Desconocido,Desconocido,Las Condes,"Tomé metro en estación central, el chofer manejaba brusco",2.0,23,42,4,0,Negativo
7227b69a,2024-04-27 09:14:00,Trolebús,Desconocido,Desconocido,Cerrillos,El bus se saltó la parada,1.0,11,37,4,0,Negativo
95e3eec6,2024-09-18 08:15:00,Trolebús,Desconocido,Desconocido,Recoleta,"En noche con clima lluvia, la aplicación funcionó perfecto, recomiendo la ruta",4.0,12,41,13,1,Positivo
3ebf8d56,2025-04-17 07:15:00,Metro,Desconocido,L3,Maipú,"Tomé red bus en macul, en noche con clima viento, poca frecuencia",2.0,24,38,2,1,Negativo
d35429c3,2025-01-09 20:02:00,Bus Interurbano,Redbus,Desconocido,San Miguel,"Tomé metrotren en macul, la aplicación funcionó perfecto",4.0,2,38,10,0,Positivo
3f4d070a,2024-04-25 22:33:00,Bus Interurbano,Metbus,Desconocido,San Bernardo,Desconocido,4.0,4,21,0,0,Positivo
129502a6,2024-12-16 17:59:00,Red Bus,Metbus,Desconocido,Independencia,"Viajé por metro, en mediodía con clima lluvia, mal olor en el vagón",2.0,17,18,9,1,Negativo
902ac158,2025-07-02 18:28:00,Trolebús,Desconocido,Desconocido,Ñuñoa,"Viajé por bus interurbano, sistema de pago falló, deberían mejorar el servicio",2.0,18,49,3,1,Negativo
3ac51bee,2024-11-03 23:27:00,Metro,Desconocido,L5,Las Condes,"Tomé red bus en conchalí, el aire acondicionado estaba adecuado, recomiendo la ruta",4.0,11,30,2,0,Positivo
cec57d6f,2024-06-13 07:13:00,Metrotren,Desconocido,Desconocido,San Bernardo,"Tomé red bus en renca, el tiempo de espera fue bajo",5.0,8,39,11,0,Positivo
e190e796,2024-10-25 07:37:00,Red Bus,Alsacia,Desconocido,Conchalí,Desconocido,2.0,20,18,5,2,Negativo
2fe3b6eb,2025-01-20 04:19:00,Bus Interurbano,Subus,Desconocido,Independencia,"Tomé metrotren en providencia, mal olor en el vagón",2.0,17,44,7,0,Negativo
cb47cfed,2025-02-23 12:49:00,Metrotren,Desconocido,Desconocido,Pedro Aguirre Cerda,"Viajé por trolebús, en noche con clima soleado, la aplicación funcionó perfecto, recomiendo la ruta",4.0,3,23,4,0,Positivo
a5d6216c,2025-03-26 18:40:00,Metro,Desconocido,L6,Huechuraba,"Viajé por metro, la ruta fue rápida",3.0,13,8,5,0,Neutro
4aab50b4,2024-06-27 17:39:00,Metrotren,Desconocido,Desconocido,Puente Alto,"Viajé por metrotren, la aplicación funcionó perfecto",5.0,3,5,5,0,Positivo
97c75ebf,2025-04-29 09:27:00,Metrotren,Desconocido,Desconocido,La Pintana,"Viajé por bus interurbano, en hora punta tarde con clima soleado, hubo un leve retraso",3.0,15,44,7,0,Neutro
7453c822,2025-05-18 03:57:00,Red Bus,Metbus,Desconocido,Quilicura,"Tomé metrotren en peñalolén, en hora punta mañana con clima nublado, sistema de pago falló",2.0,5,39,5,0,Negativo
e14fe961,2024-06-29 09:55:00,Red Bus,Subus,Desconocido,Maipú,"Tomé bus interurbano en la pintana, en hora punta mañana con clima viento, mal olor en el vagón",1.0,25,26,1,1,Negativo
ed9f36f9,2024-08-18 12:54:00,Trolebús,Desconocido,Desconocido,La Florida,"Tomé bus interurbano en pedro aguirre cerda, mucha aglomeración",2.0,11,28,8,0,Negativo
8c87533a,2024-03-30 20:46:00,Bus Interurbano,Metbus,Desconocido,La Pintana,"En hora punta tarde con clima soleado, me sentí seguro durante el viaje, recomiendo la ruta",5.0,15,41,5,0,Positivo
c588cd1a,2024-01-20 12:48:00,Bus Interurbano,Alsacia,Desconocido,Macul,"Viajé por metro, en hora punta tarde con clima lluvia, mucha aglomeración",1.0,15,39,4,0,Negativo
306b04db,2024-12-01 03:11:00,Metrotren,Desconocido,Desconocido,San Miguel,"Viajé por metro, en hora punta tarde con clima nublado, me sentí seguro durante el viaje",4.0,4,27,9,1,Positivo
39652b6c,2025-04-20 10:40:00,Metro,Desconocido,L2,Huechuraba,"Tomé bus interurbano en quilicura, en mediodía con clima nublado, el bus llegó a tiempo, recomiendo la ruta",5.0,10,39,4,0,Positivo
4220161e,2025-03-29 16:03:00,Metrotren,Desconocido,Desconocido,Independencia,"En noche con clima soleado, el metro estaba limpio",4.0,4,46,10,0,Positivo
4f78dd3c,2025-01-28 13:49:00,Trolebús,Desconocido,Desconocido,Maipú,"Tomé metrotren en ñuñoa, el aire acondicionado estaba adecuado",3.0,0,34,0,1,Neutro
b51fe752,2024-08-15 21:11:00,Red Bus,Alsacia,Desconocido,Lo Barnechea,"Viajé por metrotren, en hora punta tarde con clima lluvia, los asientos estaban disponibles",4.0,18,39,12,0,Positivo
31c57354,2024-11-09 03:35:00,Trolebús,Desconocido,Desconocido,Las Condes,Los asientos estaban disponibles,4.0,9,43,0,1,Positivo
0ccac77c,2025-01-08 07:50:00,Metrotren,Desconocido,Desconocido,Providencia,"Tomé metro en ñuñoa, en mediodía con clima lluvia, no hubo novedades",3.0,20,46,5,0,Neutro
64f2365b,2024-07-22 23:57:00,Metrotren,Desconocido,Desconocido,Independencia,"Tomé trolebús en renca, en noche con clima soleado, poca frecuencia, deberían mejorar el servicio",2.0,17,38,3,3,Negativo
419b3e25,2024-09-28 03:43:00,Trolebús,Desconocido,Desconocido,Estación Central,"Viajé por bus interurbano, ruidos molestos",1.0,12,42,0,2,Negativo
bad26745,2025-01-03 16:31:00,Red Bus,Metbus,Desconocido,Estación Central,"Viajé por metrotren, el aire acondicionado no funcionaba",3.0,12,29,3,1,Neutro
762bda01,2024-12-05 15:09:00,Bus Interurbano,Stp,Desconocido,Recoleta,"En noche con clima lluvia, hubo una detención prolongada sin explicación",2.0,5,50,8,2,Negativo
6145b77c,2024-05-23 02:57:00,Red Bus,Alsacia,Desconocido,Lo Barnechea,"Viajé por metro, mal olor en el vagón",1.0,20,30,4,0,Negativo
668dd7a6,2024-09-21 07:36:00,Metro,Desconocido,L4,Pedro Aguirre Cerda,"Viajé por bus interurbano, la ruta fue rápida, recomiendo la ruta",5.0,8,31,7,0,Positivo
a774010b,2024-08-09 23:18:00,Red Bus,Metbus,Desconocido,Conchalí,"Tomé red bus en lo barnechea, en hora punta tarde con clima nublado, el conductor fue amable, recomiendo la ruta",4.0,16,35,9,1,Positivo
1ef6221d,2024-06-01 17:30:00,Metro,Desconocido,L4,San Bernardo,"La señalética estaba clara, recomiendo la ruta",4.0,10,49,0,2,Positivo
5be178cf,2024-11-11 08:36:00,Trolebús,Desconocido,Desconocido,Huechuraba,"Tomé trolebús en providencia, bajó mucha gente en la estación",3.0,0,32,8,1,Neutro
65fd08fb,2024-02-05 21:45:00,Trolebús,Desconocido,Desconocido,Quilicura,"Tomé metrotren en lo barnechea, el aire acondicionado estaba adecuado",5.0,10,38,8,0,Positivo
42a02293,2024-02-20 00:00:00,Trolebús,Desconocido,Desconocido,Cerrillos,"Tomé red bus en san bernardo, mucha aglomeración",1.0,18,36,1,0,Negativo
7f329ce7,2024-08-09 08:38:00,Trolebús,Desconocido,Desconocido,La Florida,La señalética estaba clara,4.0,12,40,6,1,Positivo
4d3864ed,2025-02-01 09:28:00,Metrotren,Desconocido,Desconocido,Puente Alto,"Tomé red bus en la florida, en hora punta tarde con clima viento, la señalética estaba clara",4.0,3,43,4,2,Positivo
21f5f73b,2024-04-05 13:32:00,Bus Interurbano,Alsacia,Desconocido,Quilicura,"Viajé por metro, en mediodía con clima soleado, el viaje fue normal",3.0,14,33,8,0,Neutro
41b2e7a0,2024-02-18 08:48:00,Bus Interurbano,Metbus,Desconocido,San Bernardo,Cambio de andén de último minuto,3.0,2,37,0,0,Neutro
ad8867e8,2025-07-02 21:29:00,Metro,Desconocido,L3,Lo Barnechea,"En noche con clima nublado, bajó mucha gente en la estación",3.0,10,21,7,1,Neutro
96e48cf2,2025-03-28 18:20:00,Trolebús,Desconocido,Desconocido,Renca,"Viajé por metro, en hora punta tarde con clima lluvia, ruidos molestos, deberían mejorar el servicio",2.0,14,27,2,1,Negativo
965a7012,2024-12-05 00:03:00,Metro,Desconocido,L6,San Miguel,El metro estaba limpio,4.0,4,33,6,0,Positivo
aeec6e98,2025-03-27 16:55:00,Metrotren,Desconocido,Desconocido,Recoleta,"Tomé trolebús en peñalolén, la ruta fue rápida",5.0,0,39,1,1,Positivo
8776c3e3,2024-08-02 14:47:00,Red Bus,Alsacia,Desconocido,Recoleta,"Viajé por metrotren, en hora punta tarde con clima viento, hubo un leve retraso",3.0,1,29,8,3,Neutro
c52e3384,2025-01-14 00:38:00,Trolebús,Desconocido,Desconocido,San Bernardo,"Viajé por metro, en hora punta mañana con clima viento, sistema de pago falló",2.0,7,45,0,0,Negativo
904c148a,2025-03-09 16:43:00,Metro,Desconocido,L6,La Pintana,"Me sentí seguro durante el viaje, recomiendo la ruta",4.0,9,33,5,0,Positivo
b991c3d2,2025-02-08 09:57:00,Metrotren,Desconocido,Desconocido,Renca,"Tomé red bus en las condes, la aplicación funcionó perfecto",5.0,9,33,7,0,Positivo
b7027558,2024-10-02 15:13:00,Red Bus,Subus,Desconocido,Maipú,"Tomé bus interurbano en san miguel, en mediodía con clima soleado, no hubo novedades",3.0,12,30,2,2,Neutro
1b5127b0,2024-04-29 03:55:00,Trolebús,Desconocido,Desconocido,Lo Barnechea,"Viajé por red bus, en mediodía con clima lluvia, el aire acondicionado estaba adecuado",4.0,9,39,7,2,Positivo
ff1b17fa,2025-03-13 04:45:00,Metrotren,Desconocido,Desconocido,Peñalolén,"Viajé por trolebús, mal olor en el vagón, deberían mejorar el servicio",2.0,29,41,5,0,Negativo
01927628,2024-10-26 22:55:00,Red Bus,Alsacia,Desconocido,Recoleta,"Tomé metro en santiago centro, el chofer manejaba brusco",2.0,20,34,8,0,Negativo
2168541b,2024-07-25 09:24:00,Trolebús,Desconocido,Desconocido,San Bernardo,"En mediodía con clima soleado, muy buen servicio",5.0,2,31,6,1,Positivo
aabd360d,2024-06-14 08:56:00,Red Bus,Metbus,Desconocido,Las Condes,"Tomé trolebús en san bernardo, el aire acondicionado estaba adecuado",4.0,16,45,4,0,Positivo
53b2517a,2024-12-10 22:53:00,Red Bus,Subus,Desconocido,Las Condes,"Tomé trolebús en puente alto, hubo una detención prolongada sin explicación",2.0,20,27,9,0,Negativo
f406e758,2025-01-14 04:22:00,Red Bus,Alsacia,Desconocido,Providencia,"Tomé metrotren en la pintana, en hora punta tarde con clima viento, muy buen servicio, recomiendo la ruta",4.0,5,44,15,1,Positivo
0fcd3cc1,2024-08-18 08:25:00,Metrotren,Desconocido,Desconocido,San Miguel,"Viajé por metro, la aplicación funcionó perfecto",5.0,15,31,7,1,Positivo
7cdd4fb0,2024-12-26 16:37:00,Red Bus,Vule,Desconocido,Lo Barnechea,"Viajé por bus interurbano, el aire acondicionado estaba adecuado, recomiendo la ruta",4.0,13,39,12,1,Positivo
13c78f3c,2024-10-24 18:47:00,Trolebús,Desconocido,Desconocido,Peñalolén,"Viajé por bus interurbano, en mediodía con clima nublado, poca frecuencia",1.0,21,31,7,0,Negativo
ee95ac3a,2025-01-24 15:09:00,Metrotren,Desconocido,Desconocido,Independencia,"Viajé por red bus, en noche con clima soleado, mucha aglomeración",2.0,16,13,5,1,Negativo
711055ae,2025-04-09 19:09:00,Metro,Desconocido,L4A,Ñuñoa,"Viajé por bus interurbano, hubo una detención prolongada sin explicación",2.0,22,45,2,1,Negativo
5ffd88ba,2024-12-27 04:14:00,Metro,Desconocido,L3,Conchalí,Cambio de andén de último minuto,3.0,12,29,5,0,Neutro
f03f5c27,2024-02-05 10:52:00,Metrotren,Desconocido,Desconocido,Maipú,"Tomé metro en la pintana, el bus llegó a tiempo",4.0,0,26,9,1,Positivo
e8015d14,2024-03-02 10:47:00,Metrotren,Desconocido,Desconocido,Macul,El chofer manejaba brusco,2.0,19,33,11,2,Negativo
2c99d6ff,2024-12-28 03:43:00,Metrotren,Desconocido,Desconocido,San Bernardo,"Tomé red bus en renca, en mediodía con clima soleado, la señalética estaba clara, recomiendo la ruta",5.0,0,27,8,0,Positivo
de1f6e47,2025-02-04 21:00:00,Bus Interurbano,Stp,Desconocido,La Florida,"Viajé por bus interurbano, la ruta fue rápida, recomiendo la ruta",4.0,6,36,4,0,Positivo
17c549bb,2024-04-26 02:48:00,Metro,Desconocido,L1,Providencia,Desconocido,4.0,8,38,1,1,Positivo
a72ad74a,2024-10-29 10:53:00,Bus Interurbano,Alsacia,Desconocido,La Florida,"Viajé por metrotren, en mediodía con clima viento, demora excesiva",2.0,16,27,0,1,Negativo
35c2bb63,2024-07-06 13:48:00,Metro,Desconocido,L4A,Independencia,"Tomé bus interurbano en huechuraba, demora excesiva",1.0,18,35,5,0,Negativo
7b2cf7d6,2024-01-17 21:06:00,Bus Interurbano,Metbus,Desconocido,Estación Central,"Tomé metrotren en peñalolén, en hora punta tarde con clima soleado, mal olor en el vagón",2.0,17,34,2,1,Negativo
